country,year,age,sex,observations
HU,2007,65,f,29.0
HU,2007,65,m,35.0
HU,2008,0-14,f,0.0
HU,2008,0-14,m,0.0
HU,2008,0-4,f,0.0
HU,2008,0-4,m,0.0
HU,2008,15-24,f,11.0
HU,2008,15-24,m,12.0
HU,2008,25-34,f,13.0
HU,2008,25-34,m,23.0
HU,2008,35-44,f,15.0
HU,2008,35-44,m,47.0
HU,2008,45-54,f,12.0
HU,2008,45-54,m,86.0
HU,2008,5-14,f,0.0
HU,2008,5-14,m,0.0
HU,2008,55-64,f,5.0
HU,2008,55-64,m,72.0
HU,2008,65,f,25.0
HU,2008,65,m,24.0
ID,2008,0-14,f,1015.0
ID,2008,0-14,m,871.0
ID,2008,0-4,f,120.0
ID,2008,0-4,m,161.0
ID,2008,15-24,f,13987.0
ID,2008,15-24,m,15339.0
ID,2008,25-34,f,16292.0
ID,2008,25-34,m,22325.0
ID,2008,35-44,f,13513.0
ID,2008,35-44,m,19224.0
ID,2008,45-54,f,11899.0
ID,2008,45-54,m,18545.0
ID,2008,5-14,f,895.0
ID,2008,5-14,m,710.0
ID,2008,55-64,f,8485.0
ID,2008,55-64,m,14907.0
ID,2008,65,f,3143.0
ID,2008,65,m,6831.0
IE,2005,0-14,f,0.0
IE,2005,0-14,m,1.0
IE,2005,0-4,f,0.0
IE,2005,0-4,m,0.0
IE,2005,15-24,f,9.0
IE,2005,15-24,m,6.0
IE,2005,25-34,f,10.0
IE,2005,25-34,m,10.0
IE,2005,35-44,f,3.0
IE,2005,35-44,m,21.0
IE,2005,45-54,f,3.0
IE,2005,45-54,m,10.0
IE,2005,5-14,f,0.0
IE,2005,5-14,m,1.0
IE,2005,55-64,f,0.0
IE,2005,55-64,m,7.0
IE,2005,65,f,8.0
IE,2005,65,m,6.0
IE,2006,0-14,f,0.0
IE,2006,0-14,m,0.0
IE,2006,0-4,f,0.0
IE,2006,0-4,m,0.0
IE,2006,15-24,f,11.0
IE,2006,15-24,m,8.0
IE,2006,25-34,f,20.0
IE,2006,25-34,m,18.0
IE,2006,35-44,f,8.0
IE,2006,35-44,m,17.0
IE,2006,45-54,f,4.0
IE,2006,45-54,m,11.0
IE,2006,5-14,f,0.0
IE,2006,5-14,m,0.0
IE,2006,55-64,f,3.0
IE,2006,55-64,m,16.0
IE,2006,65,f,3.0
IE,2006,65,m,13.0
IE,2007,0-14,f,0.0
IE,2007,0-14,m,0.0
IE,2007,0-4,f,0.0
IE,2007,0-4,m,0.0
IE,2007,15-24,f,14.0
IE,2007,15-24,m,26.0
IE,2007,25-34,f,28.0
IE,2007,25-34,m,49.0
IE,2007,35-44,f,22.0
IE,2007,35-44,m,32.0
IE,2007,45-54,f,14.0
IE,2007,45-54,m,28.0
IE,2007,5-14,f,0.0
IE,2007,5-14,m,0.0
IE,2007,55-64,f,2.0
IE,2007,55-64,m,26.0
IE,2007,65,f,4.0
IE,2007,65,m,26.0
IE,2008,0-14,f,0.0
IE,2008,0-14,m,2.0
IE,2008,0-4,f,0.0
IE,2008,0-4,m,1.0
IE,2008,15-24,f,12.0
IE,2008,15-24,m,9.0
IE,2008,25-34,f,16.0
IE,2008,25-34,m,18.0
IE,2008,35-44,f,8.0
IE,2008,35-44,m,6.0
IE,2008,45-54,f,3.0
IE,2008,45-54,m,21.0
IE,2008,5-14,f,0.0
IE,2008,5-14,m,1.0
IE,2008,55-64,f,3.0
IE,2008,55-64,m,10.0
IE,2008,65,f,2.0
IE,2008,65,m,13.0
IL,2005,0-14,f,1.0
IL,2005,0-14,m,0.0
IL,2005,0-4,f,1.0
IL,2005,0-4,m,0.0
IL,2005,15-24,f,3.0
IL,2005,15-24,m,5.0
IL,2005,25-34,f,9.0
IL,2005,25-34,m,10.0
IL,2005,35-44,f,8.0
IL,2005,35-44,m,12.0
IL,2005,45-54,f,6.0
IL,2005,45-54,m,12.0
IL,2005,5-14,f,0.0
IL,2005,5-14,m,0.0
IL,2005,55-64,f,1.0
IL,2005,55-64,m,5.0
IL,2005,65,f,9.0
IL,2005,65,m,14.0
IL,2006,0-14,f,0.0
IL,2006,0-14,m,0.0
IL,2006,0-4,f,0.0
IL,2006,0-4,m,0.0
IL,2006,15-24,f,1.0
IL,2006,15-24,m,3.0
IL,2006,25-34,f,5.0
IL,2006,25-34,m,12.0
IL,2006,35-44,f,4.0
IL,2006,35-44,m,14.0
IL,2006,45-54,f,4.0
IL,2006,45-54,m,4.0
IL,2006,5-14,f,0.0
IL,2006,5-14,m,0.0
IL,2006,55-64,f,2.0
IL,2006,55-64,m,6.0
IL,2006,65,f,7.0
IL,2006,65,m,10.0
IL,2007,0-14,f,1.0
IL,2007,0-14,m,1.0
IL,2007,0-4,f,0.0
IL,2007,0-4,m,0.0
IL,2007,15-24,f,4.0
IL,2007,15-24,m,9.0
IL,2007,25-34,f,17.0
IL,2007,25-34,m,20.0
IL,2007,35-44,f,5.0
IL,2007,35-44,m,23.0
IL,2007,45-54,f,3.0
IL,2007,45-54,m,13.0
IL,2007,5-14,f,1.0
IL,2007,5-14,m,1.0
IL,2007,55-64,f,6.0
IL,2007,55-64,m,10.0
IL,2007,65,f,14.0
IL,2007,65,m,17.0
IL,2008,0-14,f,2.0
IL,2008,0-14,m,0.0
IL,2008,0-4,f,1.0
IL,2008,0-4,m,0.0
IL,2008,15-24,f,4.0
IL,2008,15-24,m,14.0
IL,2008,25-34,f,11.0
IL,2008,25-34,m,25.0
IL,2008,35-44,f,14.0
IL,2008,35-44,m,18.0
IL,2008,45-54,f,8.0
IL,2008,45-54,m,14.0
IL,2008,5-14,f,1.0
IL,2008,5-14,m,0.0
IL,2008,55-64,f,4.0
IL,2008,55-64,m,15.0
IL,2008,65,f,19.0
IL,2008,65,m,25.0
IQ,2008,0-14,f,54.0
IQ,2008,0-14,m,18.0
IQ,2008,0-4,f,1.0
IQ,2008,0-4,m,2.0
IQ,2008,15-24,f,377.0
IQ,2008,15-24,m,348.0
IQ,2008,25-34,f,281.0
IQ,2008,25-34,m,525.0
IQ,2008,35-44,f,125.0
IQ,2008,35-44,m,317.0
IQ,2008,45-54,f,175.0
IQ,2008,45-54,m,273.0
IQ,2008,5-14,f,53.0
IQ,2008,5-14,m,16.0
IQ,2008,55-64,f,161.0
IQ,2008,55-64,m,224.0
IQ,2008,65,f,125.0
IQ,2008,65,m,147.0
IR,2008,0-14,f,42.0
IR,2008,0-14,m,11.0
IR,2008,0-4,f,2.0
IR,2008,0-4,m,0.0
IR,2008,15-24,f,386.0
IR,2008,15-24,m,292.0
IR,2008,25-34,f,254.0
IR,2008,25-34,m,466.0
IR,2008,35-44,f,137.0
IR,2008,35-44,m,330.0
IR,2008,45-54,f,263.0
IR,2008,45-54,m,322.0
IR,2008,5-14,f,40.0
IR,2008,5-14,m,11.0
IR,2008,55-64,f,367.0
IR,2008,55-64,m,267.0
IR,2008,65,f,879.0
IR,2008,65,m,706.0
IS,2005,0-14,f,0.0
IS,2005,0-14,m,0.0
IS,2005,0-4,f,0.0
IS,2005,0-4,m,0.0
IS,2005,15-24,f,0.0
IS,2005,15-24,m,0.0
IS,2005,25-34,f,0.0
IS,2005,25-34,m,0.0
IS,2005,35-44,f,0.0
IS,2005,35-44,m,1.0
IS,2005,45-54,f,0.0
IS,2005,45-54,m,0.0
IS,2005,5-14,f,0.0
IS,2005,5-14,m,0.0
IS,2005,55-64,f,0.0
IS,2005,55-64,m,0.0
IS,2005,65,f,0.0
IS,2005,65,m,1.0
IS,2006,0-14,f,0.0
IS,2006,0-14,m,0.0
IS,2006,0-4,f,0.0
IS,2006,0-4,m,0.0
IS,2006,15-24,f,0.0
IS,2006,15-24,m,0.0
IS,2006,25-34,f,2.0
IS,2006,25-34,m,0.0
IS,2006,35-44,f,0.0
IS,2006,35-44,m,0.0
IS,2006,45-54,f,0.0
IS,2006,45-54,m,0.0
IS,2006,5-14,f,0.0
IS,2006,5-14,m,0.0
IS,2006,55-64,f,0.0
IS,2006,55-64,m,0.0
IS,2006,65,f,1.0
IS,2006,65,m,1.0
IS,2007,0-14,f,0.0
IS,2007,0-14,m,0.0
IS,2007,0-4,f,0.0
IS,2007,0-4,m,0.0
IS,2007,15-24,f,0.0
IS,2007,15-24,m,0.0
IS,2007,25-34,f,0.0
IS,2007,25-34,m,0.0
IS,2007,35-44,f,2.0
IS,2007,35-44,m,0.0
IS,2007,45-54,f,0.0
IS,2007,45-54,m,0.0
IS,2007,5-14,f,0.0
IS,2007,5-14,m,0.0
IS,2007,55-64,f,0.0
IS,2007,55-64,m,0.0
IS,2007,65,f,2.0
IS,2007,65,m,0.0
IS,2008,0-14,f,0.0
IS,2008,0-14,m,0.0
IS,2008,0-4,f,0.0
IS,2008,0-4,m,0.0
IS,2008,15-24,f,0.0
IS,2008,15-24,m,0.0
IS,2008,25-34,f,0.0
IS,2008,25-34,m,1.0
IS,2008,35-44,f,0.0
IS,2008,35-44,m,1.0
IS,2008,45-54,f,0.0
IS,2008,45-54,m,0.0
IS,2008,5-14,f,0.0
IS,2008,5-14,m,0.0
IS,2008,55-64,f,0.0
IS,2008,55-64,m,0.0
IS,2008,65,f,0.0
IS,2008,65,m,0.0
IT,2005,0-14,f,3.0
IT,2005,0-14,m,8.0
IT,2005,0-4,f,0.0
IT,2005,0-4,m,7.0
IT,2005,15-24,f,80.0
IT,2005,15-24,m,93.0
IT,2005,25-34,f,145.0
IT,2005,25-34,m,191.0
IT,2005,35-44,f,56.0
IT,2005,35-44,m,137.0
IT,2005,45-54,f,25.0
IT,2005,45-54,m,101.0
IT,2005,5-14,f,3.0
IT,2005,5-14,m,1.0
IT,2005,55-64,f,19.0
IT,2005,55-64,m,61.0
IT,2005,65,f,70.0
IT,2005,65,m,115.0
IT,2006,0-14,f,9.0
IT,2006,0-14,m,7.0
IT,2006,0-4,f,3.0
IT,2006,0-4,m,6.0
IT,2006,15-24,f,88.0
IT,2006,15-24,m,113.0
IT,2006,25-34,f,165.0
IT,2006,25-34,m,201.0
IT,2006,35-44,f,82.0
IT,2006,35-44,m,197.0
IT,2006,45-54,f,48.0
IT,2006,45-54,m,105.0
IT,2006,5-14,f,6.0
IT,2006,5-14,m,1.0
IT,2006,55-64,f,16.0
IT,2006,55-64,m,75.0
IT,2006,65,f,88.0
IT,2006,65,m,152.0
IT,2007,0-14,f,7.0
IT,2007,0-14,m,3.0
IT,2007,0-4,f,0.0
IT,2007,0-4,m,1.0
IT,2007,15-24,f,74.0
IT,2007,15-24,m,75.0
IT,2007,25-34,f,94.0
IT,2007,25-34,m,170.0
IT,2007,35-44,f,58.0
IT,2007,35-44,m,113.0
IT,2007,45-54,f,31.0
IT,2007,45-54,m,87.0
IT,2007,5-14,f,7.0
IT,2007,5-14,m,2.0
IT,2007,55-64,f,19.0
IT,2007,55-64,m,48.0
IT,2007,65,f,76.0
IT,2007,65,m,106.0
IT,2008,0-14,f,10.0
IT,2008,0-14,m,13.0
IT,2008,0-4,f,3.0
IT,2008,0-4,m,1.0
IT,2008,15-24,f,65.0
IT,2008,15-24,m,78.0
IT,2008,25-34,f,106.0
IT,2008,25-34,m,148.0
IT,2008,35-44,f,56.0
IT,2008,35-44,m,137.0
IT,2008,45-54,f,24.0
IT,2008,45-54,m,72.0
IT,2008,5-14,f,7.0
IT,2008,5-14,m,12.0
IT,2008,55-64,f,21.0
IT,2008,55-64,m,42.0
IT,2008,65,f,56.0
IT,2008,65,m,104.0
JM,2008,0-14,f,1.0
JM,2008,0-14,m,3.0
JM,2008,0-4,f,0.0
JM,2008,0-4,m,2.0
JM,2008,15-24,f,8.0
JM,2008,15-24,m,2.0
JM,2008,25-34,f,3.0
JM,2008,25-34,m,10.0
JM,2008,35-44,f,3.0
JM,2008,35-44,m,10.0
JM,2008,45-54,f,1.0
JM,2008,45-54,m,11.0
JM,2008,5-14,f,1.0
JM,2008,5-14,m,1.0
JM,2008,55-64,f,1.0
JM,2008,55-64,m,11.0
JM,2008,65,f,6.0
JM,2008,65,m,5.0
JO,2008,0-14,f,0.0
JO,2008,0-14,m,0.0
JO,2008,0-4,f,0.0
JO,2008,0-4,m,0.0
JO,2008,15-24,f,20.0
JO,2008,15-24,m,13.0
JO,2008,25-34,f,15.0
JO,2008,25-34,m,10.0
JO,2008,35-44,f,6.0
JO,2008,35-44,m,3.0
JO,2008,45-54,f,4.0
JO,2008,45-54,m,5.0
JO,2008,5-14,f,0.0
JO,2008,5-14,m,0.0
JO,2008,55-64,f,7.0
JO,2008,55-64,m,13.0
JO,2008,65,f,3.0
JO,2008,65,m,5.0
JP,2008,0-14,f,1.0
JP,2008,0-14,m,2.0
JP,2008,0-4,f,0.0
JP,2008,0-4,m,0.0
JP,2008,15-24,f,115.0
JP,2008,15-24,m,117.0
JP,2008,25-34,f,293.0
JP,2008,25-34,m,339.0
JP,2008,35-44,f,230.0
JP,2008,35-44,m,456.0
JP,2008,45-54,f,173.0
JP,2008,45-54,m,599.0
JP,2008,5-14,f,1.0
JP,2008,5-14,m,2.0
JP,2008,55-64,f,253.0
JP,2008,55-64,m,1063.0
JP,2008,65,f,1872.0
JP,2008,65,m,3482.0
KE,2008,0-14,f,586.0
KE,2008,0-14,m,451.0
KE,2008,0-4,f,40.0
KE,2008,0-4,m,40.0
KE,2008,15-24,f,4355.0
KE,2008,15-24,m,4709.0
KE,2008,25-34,f,5475.0
KE,2008,25-34,m,8128.0
KE,2008,35-44,f,2431.0
KE,2008,35-44,m,4924.0
KE,2008,45-54,f,1065.0
KE,2008,45-54,m,2302.0
KE,2008,5-14,f,546.0
KE,2008,5-14,m,411.0
KE,2008,55-64,f,481.0
KE,2008,55-64,m,1025.0
KE,2008,65,f,296.0
KE,2008,65,m,583.0
KG,2005,0-14,f,15.0
KG,2005,0-14,m,1.0
KG,2005,0-4,f,0.0
KG,2005,0-4,m,0.0
KG,2005,15-24,f,215.0
KG,2005,15-24,m,247.0
KG,2005,25-34,f,236.0
KG,2005,25-34,m,303.0
KG,2005,35-44,f,141.0
KG,2005,35-44,m,269.0
KG,2005,45-54,f,70.0
KG,2005,45-54,m,194.0
KG,2005,5-14,f,15.0
KG,2005,5-14,m,1.0
KG,2005,55-64,f,33.0
KG,2005,55-64,m,66.0
KG,2005,65,f,98.0
KG,2005,65,m,84.0
KI,2008,0-14,f,4.0
KI,2008,0-14,m,2.0
KI,2008,0-4,f,0.0
KI,2008,0-4,m,0.0
KI,2008,15-24,f,33.0
KI,2008,15-24,m,30.0
KI,2008,25-34,f,9.0
KI,2008,25-34,m,9.0
KI,2008,35-44,f,12.0
KI,2008,35-44,m,15.0
KI,2008,45-54,f,9.0
KI,2008,45-54,m,10.0
KI,2008,5-14,f,4.0
KI,2008,5-14,m,2.0
KI,2008,55-64,f,3.0
KI,2008,55-64,m,2.0
KI,2008,65,f,4.0
KI,2008,65,m,5.0
KM,2008,0-14,f,2.0
KM,2008,0-14,m,2.0
KM,2008,0-4,f,0.0
KM,2008,0-4,m,0.0
KM,2008,15-24,f,6.0
KM,2008,15-24,m,11.0
KM,2008,25-34,f,11.0
KM,2008,25-34,m,11.0
KM,2008,35-44,f,1.0
KM,2008,35-44,m,4.0
KM,2008,45-54,f,6.0
KM,2008,45-54,m,9.0
KM,2008,5-14,f,2.0
KM,2008,5-14,m,2.0
KM,2008,55-64,f,2.0
KM,2008,55-64,m,5.0
KM,2008,65,f,2.0
KM,2008,65,m,5.0
KN,2008,0-14,f,0.0
KN,2008,0-14,m,0.0
KN,2008,0-4,f,0.0
KN,2008,0-4,m,0.0
KN,2008,15-24,f,0.0
KN,2008,15-24,m,0.0
KN,2008,25-34,f,1.0
KN,2008,25-34,m,0.0
KN,2008,35-44,f,0.0
KN,2008,35-44,m,0.0
KN,2008,45-54,f,1.0
KN,2008,45-54,m,3.0
KN,2008,5-14,f,0.0
KN,2008,5-14,m,0.0
KN,2008,55-64,f,0.0
KN,2008,55-64,m,0.0
KN,2008,65,f,0.0
KN,2008,65,m,0.0
KP,2008,0-14,f,479.0
KP,2008,0-14,m,441.0
KP,2008,0-4,f,7.0
KP,2008,0-4,m,11.0
KP,2008,15-24,f,1259.0
KP,2008,15-24,m,2341.0
KP,2008,25-34,f,1792.0
KP,2008,25-34,m,3320.0
KP,2008,35-44,f,2428.0
KP,2008,35-44,m,4263.0
KP,2008,45-54,f,2282.0
KP,2008,45-54,m,3988.0
KP,2008,5-14,f,472.0
KP,2008,5-14,m,430.0
KP,2008,55-64,f,1177.0
KP,2008,55-64,m,2704.0
KP,2008,65,f,604.0
KP,2008,65,m,948.0
KR,2008,0-14,f,32.0
KR,2008,0-14,m,21.0
KR,2008,0-4,f,1.0
KR,2008,0-4,m,3.0
KR,2008,15-24,f,483.0
KR,2008,15-24,m,492.0
KR,2008,25-34,f,722.0
KR,2008,25-34,m,865.0
KR,2008,35-44,f,483.0
KR,2008,35-44,m,1093.0
KR,2008,45-54,f,402.0
KR,2008,45-54,m,1400.0
KR,2008,5-14,f,31.0
KR,2008,5-14,m,18.0
KR,2008,55-64,f,360.0
KR,2008,55-64,m,958.0
KR,2008,65,f,1889.0
KR,2008,65,m,1848.0
KW,2008,0-14,f,2.0
KW,2008,0-14,m,0.0
KW,2008,0-4,f,0.0
KW,2008,0-4,m,0.0
KW,2008,15-24,f,33.0
KW,2008,15-24,m,18.0
KW,2008,25-34,f,47.0
KW,2008,25-34,m,90.0
KW,2008,35-44,f,27.0
KW,2008,35-44,m,56.0
KW,2008,45-54,f,7.0
KW,2008,45-54,m,34.0
KW,2008,5-14,f,2.0
KW,2008,5-14,m,0.0
KW,2008,55-64,f,5.0
KW,2008,55-64,m,11.0
KW,2008,65,f,6.0
KW,2008,65,m,9.0
KZ,2005,0-14,f,46.0
KZ,2005,0-14,m,31.0
KZ,2005,0-4,f,1.0
KZ,2005,0-4,m,0.0
KZ,2005,15-24,f,751.0
KZ,2005,15-24,m,917.0
KZ,2005,25-34,f,767.0
KZ,2005,25-34,m,1142.0
KZ,2005,35-44,f,436.0
KZ,2005,35-44,m,983.0
KZ,2005,45-54,f,286.0
KZ,2005,45-54,m,795.0
KZ,2005,5-14,f,45.0
KZ,2005,5-14,m,31.0
KZ,2005,55-64,f,121.0
KZ,2005,55-64,m,274.0
KZ,2005,65,f,187.0
KZ,2005,65,m,175.0
KZ,2007,0-14,f,38.0
KZ,2007,0-14,m,14.0
KZ,2007,0-4,f,0.0
KZ,2007,0-4,m,3.0
KZ,2007,15-24,f,782.0
KZ,2007,15-24,m,881.0
KZ,2007,25-34,f,605.0
KZ,2007,25-34,m,976.0
KZ,2007,35-44,f,367.0
KZ,2007,35-44,m,859.0
KZ,2007,45-54,f,249.0
KZ,2007,45-54,m,714.0
KZ,2007,5-14,f,38.0
KZ,2007,5-14,m,11.0
KZ,2007,55-64,f,124.0
KZ,2007,55-64,m,279.0
KZ,2007,65,f,157.0
KZ,2007,65,m,150.0
KZ,2008,0-14,f,44.0
KZ,2008,0-14,m,14.0
KZ,2008,0-4,f,1.0
KZ,2008,0-4,m,0.0
KZ,2008,15-24,f,710.0
KZ,2008,15-24,m,897.0
KZ,2008,25-34,f,659.0
KZ,2008,25-34,m,968.0
KZ,2008,35-44,f,320.0
KZ,2008,35-44,m,811.0
KZ,2008,45-54,f,230.0
KZ,2008,45-54,m,752.0
KZ,2008,5-14,f,43.0
KZ,2008,5-14,m,14.0
KZ,2008,55-64,f,137.0
KZ,2008,55-64,m,306.0
KZ,2008,65,f,185.0
KZ,2008,65,m,160.0
LB,2008,0-14,f,2.0
LB,2008,0-14,m,1.0
LB,2008,0-4,f,0.0
LB,2008,0-4,m,0.0
LB,2008,15-24,f,24.0
LB,2008,15-24,m,9.0
LB,2008,25-34,f,32.0
LB,2008,25-34,m,14.0
LB,2008,35-44,f,15.0
LB,2008,35-44,m,12.0
LB,2008,45-54,f,7.0
LB,2008,45-54,m,17.0
LB,2008,5-14,f,2.0
LB,2008,5-14,m,1.0
LB,2008,55-64,f,3.0
LB,2008,55-64,m,14.0
LB,2008,65,f,2.0
LB,2008,65,m,6.0
LC,2008,0-14,f,1.0
LC,2008,0-14,m,0.0
LC,2008,0-4,f,0.0
LC,2008,0-4,m,0.0
LC,2008,15-24,f,0.0
LC,2008,15-24,m,2.0
LC,2008,25-34,f,1.0
LC,2008,25-34,m,0.0
LC,2008,35-44,f,3.0
LC,2008,35-44,m,2.0
LC,2008,45-54,f,2.0
LC,2008,45-54,m,2.0
LC,2008,5-14,f,1.0
LC,2008,5-14,m,0.0
LC,2008,55-64,f,1.0
LC,2008,55-64,m,2.0
LC,2008,65,f,2.0
LC,2008,65,m,1.0
LR,2008,0-14,f,56.0
LR,2008,0-14,m,107.0
LR,2008,0-4,f,1.0
LR,2008,0-4,m,3.0
LR,2008,15-24,f,115.0
LR,2008,15-24,m,129.0
LR,2008,25-34,f,237.0
LR,2008,25-34,m,412.0
LR,2008,35-44,f,367.0
LR,2008,35-44,m,532.0
LR,2008,45-54,f,298.0
LR,2008,45-54,m,308.0
LR,2008,5-14,f,55.0
LR,2008,5-14,m,104.0
LR,2008,55-64,f,170.0
LR,2008,55-64,m,169.0
LR,2008,65,f,44.0
LR,2008,65,m,98.0
LS,2008,0-14,f,24.0
LS,2008,0-14,m,21.0
LS,2008,0-4,f,1.0
LS,2008,0-4,m,0.0
LS,2008,15-24,f,343.0
LS,2008,15-24,m,223.0
LS,2008,25-34,f,700.0
LS,2008,25-34,m,615.0
LS,2008,35-44,f,358.0
LS,2008,35-44,m,542.0
LS,2008,45-54,f,146.0
LS,2008,45-54,m,380.0
LS,2008,5-14,f,23.0
LS,2008,5-14,m,21.0
LS,2008,55-64,f,76.0
LS,2008,55-64,m,242.0
LS,2008,65,f,54.0
LS,2008,65,m,138.0
LT,2005,0-14,f,1.0
LT,2005,0-14,m,0.0
LT,2005,0-4,f,0.0
LT,2005,0-4,m,0.0
LT,2005,15-24,f,25.0
LT,2005,15-24,m,42.0
LT,2005,25-34,f,41.0
LT,2005,25-34,m,118.0
LT,2005,35-44,f,57.0
LT,2005,35-44,m,186.0
LT,2005,45-54,f,49.0
LT,2005,45-54,m,187.0
LT,2005,5-14,f,1.0
LT,2005,5-14,m,0.0
LT,2005,55-64,f,23.0
LT,2005,55-64,m,108.0
LT,2005,65,f,54.0
LT,2005,65,m,67.0
LT,2006,0-14,f,0.0
LT,2006,0-14,m,0.0
LT,2006,0-4,f,0.0
LT,2006,0-4,m,0.0
LT,2006,15-24,f,25.0
LT,2006,15-24,m,38.0
LT,2006,25-34,f,48.0
LT,2006,25-34,m,120.0
LT,2006,35-44,f,56.0
LT,2006,35-44,m,207.0
LT,2006,45-54,f,52.0
LT,2006,45-54,m,211.0
LT,2006,5-14,f,0.0
LT,2006,5-14,m,0.0
LT,2006,55-64,f,38.0
LT,2006,55-64,m,107.0
LT,2006,65,f,53.0
LT,2006,65,m,74.0
LT,2007,0-14,f,0.0
LT,2007,0-14,m,0.0
LT,2007,0-4,f,0.0
LT,2007,0-4,m,0.0
LT,2007,15-24,f,34.0
LT,2007,15-24,m,31.0
LT,2007,25-34,f,41.0
LT,2007,25-34,m,77.0
LT,2007,35-44,f,48.0
LT,2007,35-44,m,165.0
LT,2007,45-54,f,50.0
LT,2007,45-54,m,235.0
LT,2007,5-14,f,0.0
LT,2007,5-14,m,0.0
LT,2007,55-64,f,22.0
LT,2007,55-64,m,109.0
LT,2007,65,f,37.0
LT,2007,65,m,76.0
LT,2008,0-14,f,1.0
LT,2008,0-14,m,0.0
LT,2008,0-4,f,0.0
LT,2008,0-4,m,0.0
LT,2008,15-24,f,20.0
LT,2008,15-24,m,39.0
LT,2008,25-34,f,51.0
LT,2008,25-34,m,110.0
LT,2008,35-44,f,46.0
LT,2008,35-44,m,162.0
LT,2008,45-54,f,36.0
LT,2008,45-54,m,182.0
LT,2008,5-14,f,1.0
LT,2008,5-14,m,0.0
LT,2008,55-64,f,18.0
LT,2008,55-64,m,104.0
LT,2008,65,f,44.0
LT,2008,65,m,71.0
LU,2005,0-14,f,0.0
LU,2005,0-14,m,0.0
LU,2005,0-4,f,0.0
LU,2005,0-4,m,0.0
LU,2005,15-24,f,0.0
LU,2005,15-24,m,0.0
LU,2005,25-34,f,2.0
LU,2005,25-34,m,2.0
LU,2005,35-44,f,1.0
LU,2005,35-44,m,2.0
LU,2005,45-54,f,1.0
LU,2005,45-54,m,1.0
LU,2005,5-14,f,0.0
LU,2005,5-14,m,0.0
LU,2005,55-64,f,1.0
LU,2005,55-64,m,1.0
LU,2005,65,f,0.0
LU,2005,65,m,2.0
LU,2006,0-14,f,0.0
LU,2006,0-14,m,0.0
LU,2006,0-4,f,0.0
LU,2006,0-4,m,0.0
LU,2006,15-24,f,2.0
LU,2006,15-24,m,0.0
LU,2006,25-34,f,3.0
LU,2006,25-34,m,3.0
LU,2006,35-44,f,2.0
LU,2006,35-44,m,2.0
LU,2006,45-54,f,0.0
LU,2006,45-54,m,3.0
LU,2006,5-14,f,0.0
LU,2006,5-14,m,0.0
LU,2006,55-64,f,1.0
LU,2006,55-64,m,2.0
LU,2006,65,f,1.0
LU,2006,65,m,3.0
LU,2007,0-14,f,0.0
LU,2007,0-14,m,0.0
LU,2007,0-4,f,0.0
LU,2007,0-4,m,0.0
LU,2007,15-24,f,0.0
LU,2007,15-24,m,0.0
LU,2007,25-34,f,0.0
LU,2007,25-34,m,0.0
LU,2007,35-44,f,0.0
LU,2007,35-44,m,1.0
LU,2007,45-54,f,0.0
LU,2007,45-54,m,0.0
LU,2007,5-14,f,0.0
LU,2007,5-14,m,0.0
LU,2007,55-64,f,0.0
LU,2007,55-64,m,0.0
LU,2007,65,f,0.0
LU,2007,65,m,0.0
LU,2008,0-14,f,0.0
LU,2008,0-14,m,0.0
LU,2008,0-4,f,0.0
LU,2008,0-4,m,0.0
LU,2008,15-24,f,0.0
LU,2008,15-24,m,0.0
LU,2008,25-34,f,0.0
LU,2008,25-34,m,0.0
LU,2008,35-44,f,0.0
LU,2008,35-44,m,0.0
LU,2008,45-54,f,0.0
LU,2008,45-54,m,0.0
LU,2008,5-14,f,0.0
LU,2008,5-14,m,0.0
LU,2008,55-64,f,0.0
LU,2008,55-64,m,0.0
LU,2008,65,f,0.0
LU,2008,65,m,0.0
LV,2005,0-14,f,0.0
LV,2005,0-14,m,1.0
LV,2005,0-4,f,0.0
LV,2005,0-4,m,0.0
LV,2005,15-24,f,17.0
LV,2005,15-24,m,22.0
LV,2005,25-34,f,31.0
LV,2005,25-34,m,71.0
LV,2005,35-44,f,31.0
LV,2005,35-44,m,104.0
LV,2005,45-54,f,23.0
LV,2005,45-54,m,117.0
LV,2005,5-14,f,0.0
LV,2005,5-14,m,1.0
LV,2005,55-64,f,18.0
LV,2005,55-64,m,55.0
LV,2005,65,f,12.0
LV,2005,65,m,34.0
LV,2006,0-14,f,0.0
LV,2006,0-14,m,2.0
LV,2006,0-4,f,0.0
LV,2006,0-4,m,0.0
LV,2006,15-24,f,17.0
LV,2006,15-24,m,27.0
LV,2006,25-34,f,27.0
LV,2006,25-34,m,78.0
LV,2006,35-44,f,33.0
LV,2006,35-44,m,82.0
LV,2006,45-54,f,28.0
LV,2006,45-54,m,105.0
LV,2006,5-14,f,0.0
LV,2006,5-14,m,2.0
LV,2006,55-64,f,9.0
LV,2006,55-64,m,51.0
LV,2006,65,f,13.0
LV,2006,65,m,26.0
LV,2008,0-14,f,0.0
LV,2008,0-14,m,0.0
LV,2008,0-4,f,0.0
LV,2008,0-4,m,0.0
LV,2008,15-24,f,11.0
LV,2008,15-24,m,28.0
LV,2008,25-34,f,23.0
LV,2008,25-34,m,54.0
LV,2008,35-44,f,26.0
LV,2008,35-44,m,71.0
LV,2008,45-54,f,21.0
LV,2008,45-54,m,71.0
LV,2008,5-14,f,0.0
